anomaly_type,agent_id,transaction_ids,description
velocity_spike,522a74ea-ac50-4e50-be1d-cb2790f06579,f3eac7be-9a24-4f7e-a75e-a1694eee78c7;80dafd2d-9841-49eb-851c-bac63d707f4a;e9370524-0c7f-4c10-8460-1dc980de397b;3f9a430c-b7d6-4ad1-af00-aa0204c71a96;77e78f4e-3a30-487c-8633-5bca7c41aff4;be885d76-58d4-466b-9966-678d4d603abc;f5244f56-2ffe-4988-9d59-c8cb7fe64630;bd0ecb37-f398-4e42-8b68-5107bae62ddd;8594c51b-a7e3-4d01-bbad-fd2533c77924;4b6845e4-40ae-4631-9870-7e58c49cac2a;21f5ca44-2409-4818-83a9-4e90a286105d;95de01cd-c30b-4bbd-bee8-5379bddee2fa;1a2a4414-44f1-48e9-92cc-7da5c26f59f6;39f63175-dd49-4ed5-9402-94099c725764;15438ce6-5ba0-414d-8078-7ea4db979872;691e7e86-3510-4383-98e2-045c1cb1691f;734a1915-d53d-4d28-92ca-1e13647226a0;25694210-44a0-4c51-a1fe-7ab7ab676bbc;329809ab-055a-495e-9253-8db8291880f9;ad22c88d-2a7d-4250-a8eb-8f0aac8df5bc;80eb76ce-b717-418d-81f7-117300f41a56;51117f20-bffb-454d-99ba-04fedda764d3;735a0ca6-89ed-4bb0-a59c-0cb0dca2ee6c;a0eee5e8-0b01-4017-a857-bdbcf7073301;447d5ad2-f7e4-4437-8210-a10238dca68d;8f66b760-124f-4ccb-b97c-2c98ba1df015;78c4f76f-27bd-4b03-a849-84ef078d42da,Burst of 27 large cash-outs in under 1 hour
velocity_spike,522a74ea-ac50-4e50-be1d-cb2790f06579,a75af92c-7b01-48ac-864d-55ecf7093c73;9df8b59c-397f-4f31-94e6-2bfa9fa6d4f8;32075a4e-a677-4123-840c-845f348acc1c;233680c0-7ad5-423d-b6c7-dc70f05a50de;dc807c64-ccaf-4e1b-b866-d173272d163f;4e7806ab-1d7c-4416-9c82-e7d92c2be567;f8353908-0908-4799-bac9-0f4de1026ea5;66cc24df-db98-40fa-9461-26797c462a2b;dfebe5af-72a4-487a-8c79-4663081b848e;c7fce372-e984-4798-a94a-500ad4a5acf9;46efe5b0-55fb-4ceb-a60a-56e3e328858d;72cce4de-d8a9-425e-b526-6b93fb436e74;3e267cc5-3cfc-47d6-948e-27b62373b186;ea73f5ac-e4c8-4f1e-84cf-0ad995b9bce4;0a283997-aa19-404c-b5a6-a93152f14e71;9e52f525-4d2c-4662-91c5-1053750b57ed;331ebf08-66ee-4aca-9b41-19e846e32e8c,Burst of 17 large cash-outs in under 1 hour
velocity_spike,cf623685-bcd0-424f-b2ad-dad395a6a56f,4fc812ae-f2e7-46f4-b8fb-d6ec34a4ea7b;139190c4-90eb-4fc1-bd29-2e6d0b4193c4;46a9e9f2-4a46-4e56-978f-7f3c5b4fe907;71c18af0-bcf7-4eb0-8109-004d5b334ad7;d23a2267-625e-4763-b7f2-68c6fa20d6c7;26b4f4c7-0a51-4590-9626-8914dd06fade;60b8871b-7878-4875-9c1d-dbdaeaa91c44;8e121e38-435a-4a7c-9762-6ce309ac0711;0cb331ff-2779-4b7c-90a2-b75b1e8feb83;cdee264f-b802-49de-ae01-3149303693c6;3431563f-0a2f-4db5-97b6-9d5e6b144d3a;59f2a0b1-afa1-4bfb-bcaa-2ba950d98afe;42e23ded-489a-45fe-9e69-fe08a86e26a7;95bd2cee-2b3a-41dc-a974-c646560225f1;07a11f05-bcb2-4231-909f-5b11029a3cd3;d7038937-94b5-47d8-abb6-8072a6949785;6c295e0e-2048-4402-89e3-d0af3916fc22,Burst of 17 large cash-outs in under 1 hour
velocity_spike,ee804021-2598-4018-a5b1-60af17b62bd7,bb67a139-476f-407c-80b1-08f4ea8c1a36;9e699482-3ec7-4fa8-8b1d-85039f589847;f9536ce8-dae7-4337-9872-94d8ab2caaed;79432c93-4660-4dc7-97cd-65573ad61e52;cf276bc1-e397-4f94-bb04-476eeddca61f;64184b30-cf44-4d96-9ea2-ef1fe77dcc14;6e2c6747-1abe-47cc-b4b7-5085bd528235;367e7aef-ee51-4617-9c56-7c4cb08c6ecb;c1d7a4a1-bc67-48e1-890e-668da974ba8a;fa5ebc8c-02e2-446c-8758-62808fa9bc1c;aec8f1d6-fa87-4ba7-8051-4eb440262439;8121821c-fa27-4c23-a736-713979be6b28;587add7a-e981-4e8e-91a8-ecdab2bd41a4;175eca84-84e1-4076-9c35-d9c4af0d908d;6a720aaa-a20e-41f4-a507-08448c62143d;3987939e-faef-4a08-8241-6d5f744b4b4a;9cceda53-18fe-4886-b4c4-8fccd17e757a;6d44f310-53f1-41a4-9f36-be75ab09a764;1d47e88f-ed2d-4073-9104-25d1205e65bc;bd00ad27-3c56-4d37-859f-2ac02459247d;d7442d6e-82bf-493b-99d0-f741831e32ad;9bc73ec6-99d3-47e8-acbb-a32c279e01ad,Burst of 22 large cash-outs in under 1 hour
velocity_spike,edbeadd3-be59-4797-927c-af6f1743a05e,f922faf0-0376-4c7a-b3e5-cdbabf863e34;8cbb5441-e887-4e2a-863e-3ae0b6328718;4cb26fb2-9517-46be-a91d-8ecb18912148;2fd9d7fa-01d2-4378-9e6a-eb074b34b56b;2191ad0b-0d7b-432a-a62b-9d3b324966c6;a3726fd1-0eb4-4718-8874-d96a5f29d4ff;7dfc0c14-62b0-4493-80ca-65b36dcca5f2;be1e3650-5b58-447e-9099-1d5622eda218;7c87af9f-605e-42dd-8682-3228359ac53d;eb854fca-797f-4bca-965e-f9a11743d9d0;ea7df8d9-c2e3-4eea-b7ab-3062b90cfda2;9472f4c4-4559-475d-94a7-de3e5e73f5e4;c60b0572-7d79-4a22-95ff-cb5c4deac029;31c2a183-5457-4850-b08d-a75371632de3;6630ad9c-9093-4181-bfca-8ffdde17c9e8;a1268139-f82b-4b4b-94a1-d53a9d585008;8895185e-c0b8-4d62-a783-1534e275bfb2;1d92c77e-56e6-4438-8716-40c7d79ce194;3209bef5-d8f4-4026-bb72-7a8263c7b4c1;4f0a0898-ccd2-4ce7-bbc2-2215c68ca95a;b1b9adaa-e1b7-4860-933f-1adb5c089bf8;aaa15caf-7285-4b48-8c72-850d5cadd5fb;fd1e6301-8a53-4c86-bab7-123e4ca2a34a,Burst of 23 large cash-outs in under 1 hour
velocity_spike,10a131ee-52c9-4d4b-bbde-0f731290f9e4,b9390f17-b7cb-4569-b82c-a7b1424e2370;2d1bb9f6-8b77-4857-9166-c5839aecd02e;36447513-711a-476d-a59e-16ff08ad60b7;4d3244cf-1f14-4879-ace3-964e59127bf3;3c876ca6-8313-49e0-9469-9f56ab0619be;7643b0c7-1c77-4cb2-acef-96d0389a2ee2;6a06a0c9-1559-4eb1-a2bc-40b3acca5bf1;df609eea-60bf-4f71-b596-339bc0e508ad;c4a6d572-6aaf-47a8-a51a-dc9036614648;4cabfef2-7a4f-4454-8257-e35b0e103ce7;7b30afbd-2e78-4e00-8251-4dc184d9d813;292a9ade-599e-48ec-bd26-621569f819d1;f88afd0c-9c95-4735-a083-c5c408f70f1f;7795acb5-1520-4cfa-b586-11b103b0eef2;a785e905-965b-4097-9937-f0928921eed3;eb2fbd4b-abd5-4a5a-a471-4f1ff5df7c81;70e9cb23-6c55-4b71-9ec9-32e6938b2229;a998f1c8-6d73-4571-b455-52c93f6fb9fc;42a646ca-ea5f-4829-9ab3-52814865fe6a;1927534c-a1ee-4baa-a6b5-2ab6e3b5c097,Burst of 20 large cash-outs in under 1 hour
velocity_spike,09738250-bac5-4fa3-b4f9-026715cfb638,a84baa88-f3df-47dc-976c-5706f8a08237;622341b7-0a01-4bb8-a46b-4556b20ab6a0;e7be7905-8acf-4fe8-99fc-68a37386c61b;5e00581e-b8f3-4147-ba90-da8cf2533afc;c0e1c8ea-932f-4be3-81c3-7b139e74d0ea;7c448fce-71cb-471b-b32c-dc338021ac48;0afa6bc1-3b70-4f00-af0e-fd3e4316afcb;c291b4f9-5ac1-45df-b580-c9a44ae70eb2;5a07c0fc-1261-4a7f-8732-2f439ddc8507;9d0dc65f-90f6-45b3-8e2c-857c5442fd0d;975041ea-4168-48e5-a20a-d10d146aec9b;52c4bb8e-40d3-4be9-954a-dae62cf78901;72b19079-bd91-4170-944e-4072e206351d;765a2894-382d-47d2-bbda-288507d6cce3;ed0eb705-d302-4efc-9cb1-9f8de7972f31;8dd6fec7-2e41-4bf2-9440-18a13543febe;e1c3987e-8573-4f15-a17f-fd277f2f8092;82f7a843-bc1c-4d8e-afa3-3b1ac14c997c;dfc8aa49-5e43-4d4f-aaa3-ddd81c8f0171;4a15e045-8cdc-4cc7-9bef-328c3c77b72e;c2355a0d-cc8d-44d1-b7b4-79c86a1d7619;d2babd5d-596a-4616-ad02-9aa2e188543f,Burst of 22 large cash-outs in under 1 hour
velocity_spike,ee804021-2598-4018-a5b1-60af17b62bd7,f5b0c1c1-46b0-4273-b932-5b62381e72cd;93edb70b-7e31-4aa9-b773-1246ed66e9f8;fcf46b39-87b0-46dd-a7e5-7f786242f9d8;e9d9d51c-47b1-424d-af4f-0dcba0b8f87d;70c6a1ce-4bb7-4106-b1a7-ce1e1a8a8797;7a53f1e9-bbbf-4650-98e8-795928f1db44;80d88f65-c952-4cec-b08a-bda2515444ef;95a8dac7-f0b1-471f-90f3-eff5592612c5;0e1bd20d-2b1e-48d3-b2d6-253f5b609b82;1a45af4d-c8f5-460f-ba37-5151467d35ea;3509792d-39a4-4ca4-a073-db6cad7d4e76;15f2d622-ae3d-48cd-910d-435c9143844e;6ec753f3-3160-4153-ba4a-8163bc0e45a4;f01fcd1e-e989-4020-ad1c-2421e2745901;301e5475-fd7f-49f8-86c4-0926bc79f6fa;c69e9d7c-36b6-4499-b911-913bb5a6d873;0c76842a-2fec-4cb0-ad83-e40314dea99d;5b42945d-1b90-488f-bc88-6d84a1cbf24b;1156f88e-fff6-42f1-8ba2-45c0025508fa;62dd7975-d71d-4b95-bc9e-033e3953eb0d;e52dce45-c46a-4785-89d5-190656283abb,Burst of 21 large cash-outs in under 1 hour
velocity_spike,3e9c3d6b-f33f-4bc6-b757-c574eca9618e,f66351b1-6888-40e8-bfea-656f83a70359;b9e24d5d-2524-4879-ac06-fb372ff8eb9e;84147f49-ea05-435d-913f-3b26f0ae14b7;78c7c447-6eea-46ba-877f-c207510344a4;9d316db4-bb1e-4af5-a885-1d6046dccb41;06867a22-a982-4a2f-be75-c08614db7356;d436e3ff-8061-4b86-9d9c-4a7fcc5c8474;d0a4dbc7-5cb6-44e9-ad43-3c0150cbf511;6e9fc4af-99aa-42d8-9199-3c03e217922d;c0464030-1579-4a43-8228-10adb93e26e6;ba4ebc66-2eac-40c1-a362-6d99fcb5b46d;07a9865c-9a8b-4510-a9a7-51ad71627fd5;48a870b2-1044-458c-877d-543c789fe4b7;cee7b3a5-0430-452e-989b-ac038220269d;0256f6f3-43cf-4d7d-adab-4619d58b3e62;8b029062-1c7d-463c-b972-427dd26c3819;b5d8091b-0430-47f4-9238-5d26639b4d3d;20e69d2c-55e9-4386-b0bd-a1a20c2f511d;b84cd43c-185c-4579-aa75-2b5353604c66;c28a4a96-2d32-44d0-bf26-e0edb2a5b9a7;0efde691-5555-4a87-8de5-c275978bab61,Burst of 21 large cash-outs in under 1 hour
velocity_spike,10a131ee-52c9-4d4b-bbde-0f731290f9e4,0b38016f-1b1f-42c9-a649-9970d7324b1d;68532aa2-b23a-4050-bfa6-7fb4066ec915;6132cab0-6c10-48f3-b321-6300bda23038;ca9c695c-e1ec-4aa1-85d8-d84c09d4202d;8c069351-8733-4355-947b-59ef0c4a15bf;cdc6f100-d971-45d9-87a6-56a04e589ccf;e590c03c-55ab-4c3c-9877-8d8700577968;57edb9ba-8f5f-4b83-b211-88fff8e03591;f0382d9e-b60f-4776-80f5-278ffad38d84;997ca6b9-155b-409f-8ae8-95c6308429c0;ec9df1c8-af90-4641-86e1-f8d05ae2e3b3;fb1d8030-d0df-4fed-884a-5f81960c9f68;88fdfeb1-eb04-43e2-8117-268841d32fa1;3b143409-4af6-4970-b8c5-7cf5108af47f;487d730c-18f4-42a4-82d3-fcf85dc6221c;9a5ca849-0db7-4275-bc73-01044d575ac6;46e70e54-3fa1-4df1-b948-d4561f02eff7;a5ba1f60-2534-4a69-8dc1-2104cdfc01da;1480d510-2f67-4386-81b1-1cb99f28b109;f660066a-b623-4637-a44a-3728ccc46db3;aea65fd2-b2ac-4fa5-b193-4587b487be54;7d3c07f0-56d2-47ba-83be-019eaced2a36;b1e9db72-473c-4b0d-97c7-735a2d9a305c;27ee6b81-b6f8-4a56-9e6a-81755bfa5515;3523f7d5-5575-473b-878e-779dd2bb5a5c;7db7497c-1b65-4437-8519-4e3d49b099d0;9ef671e8-3e3e-491a-8cbb-ec22db90ae66;7672c3ac-bc26-4c85-b0ae-fc4d94cc1d07;0ed7e6e5-63f5-4dfb-bb1d-97d6f92091fe,Burst of 29 large cash-outs in under 1 hour
