id,agent_id,provider,transaction_type,amount,timestamp,area,account_ref,is_anomaly,anomaly_type
81f699c4-c1ce-4a84-bc73-6e30617a8c61,522a74ea-ac50-4e50-be1d-cb2790f06579,nagad,cash_out,16172.97,2026-05-11T10:18:11,Dhaka-North,ACC69929,False,
560dce9f-ab24-4407-975e-195a80f5af21,ee804021-2598-4018-a5b1-60af17b62bd7,bkash,cash_in,89861.83,2026-05-01T14:48:42,Dhaka-North,ACC23104,False,
f5bce414-ed7f-41a9-bc14-6a92f76a4b83,edbeadd3-be59-4797-927c-af6f1743a05e,rocket,cash_in,5391.37,2026-02-21T11:55:24,Chittagong,ACC55745,False,
fc3df220-9c74-40ae-84ab-46e1d8f496d9,edbeadd3-be59-4797-927c-af6f1743a05e,bkash,cash_out,14314.03,2026-01-31T15:09:12,Chittagong,ACC81200,False,
9d5c94e0-232b-47c4-a953-d517815fa454,3e9c3d6b-f33f-4bc6-b757-c574eca9618e,rocket,recharge,1722.83,2026-06-06T17:21:30,Dhaka-North,ACC11025,False,
cbb4909f-48c0-4f0d-8828-b1a69dab3b80,b63dcc85-73d6-4313-83f3-e838d97947b1,nagad,recharge,1880.91,2026-01-21T02:44:53,Rajshahi,ACC27601,False,
c71bfc50-1ec3-4768-a26f-96440ad74039,3e9c3d6b-f33f-4bc6-b757-c574eca9618e,bkash,transfer,111538.28,2026-05-25T03:54:45,Dhaka-North,ACC45697,False,
91200acb-b787-46e8-9f16-cff4cdcbe698,3e9c3d6b-f33f-4bc6-b757-c574eca9618e,rocket,cash_in,8147.36,2026-03-08T13:56:16,Dhaka-North,ACC93130,False,
7baa609b-a7db-45ae-86b2-5510da8f2593,3e9c3d6b-f33f-4bc6-b757-c574eca9618e,rocket,cash_out,22713.16,2026-06-25T19:10:25,Dhaka-North,ACC16658,False,
383e0c35-e949-4138-bb33-037452439c86,edbeadd3-be59-4797-927c-af6f1743a05e,rocket,cash_out,1197.76,2026-02-23T17:25:23,Chittagong,ACC53719,False,
224f8913-6f4d-48ba-93a7-c2620df176a1,10a131ee-52c9-4d4b-bbde-0f731290f9e4,rocket,recharge,1944.02,2026-02-01T09:01:35,Dhaka-South,ACC82309,False,
aa812623-0331-4f39-8a5c-8975c7354274,4a3feed6-8d43-4a9e-9d76-1be4bfe739b1,rocket,cash_in,28362.52,2026-01-15T14:39:42,Dhaka-North,ACC29536,False,
cb864296-8b27-4925-ad1c-a19f2dbd5dca,b63dcc85-73d6-4313-83f3-e838d97947b1,bkash,transfer,36204.99,2026-04-24T02:41:28,Rajshahi,ACC66333,False,
77d566bb-2ae0-4062-a94a-e0d91bd57ac8,10a131ee-52c9-4d4b-bbde-0f731290f9e4,bkash,cash_in,28006.02,2026-06-24T13:33:26,Dhaka-South,ACC15229,False,
7b928902-a754-4dca-97b4-6f4cf0ab098a,ee804021-2598-4018-a5b1-60af17b62bd7,bkash,cash_out,3457.43,2026-05-10T12:08:05,Dhaka-North,ACC83385,False,
8af96f41-8a3c-46ae-a190-b5f8d9e926d7,4a3feed6-8d43-4a9e-9d76-1be4bfe739b1,rocket,cash_out,23254.04,2026-06-29T18:22:19,Dhaka-North,ACC31299,False,
ea78f979-2257-4585-828b-6dc979736405,10a131ee-52c9-4d4b-bbde-0f731290f9e4,nagad,cash_in,36074.64,2026-05-24T00:38:21,Dhaka-South,ACC63964,False,
df50b742-3efc-4722-9388-8b0fd2086946,522a74ea-ac50-4e50-be1d-cb2790f06579,nagad,cash_in,4447.62,2026-05-17T04:11:35,Dhaka-North,ACC15075,False,
faf3434d-40a1-45c1-ba84-2a5569f200f9,09738250-bac5-4fa3-b4f9-026715cfb638,bkash,cash_in,18092.15,2026-06-28T08:17:45,Dhaka-South,ACC50001,False,
384d103b-2c87-4ada-83eb-85ec80e94d7f,522a74ea-ac50-4e50-be1d-cb2790f06579,bkash,cash_in,15696.57,2026-02-07T12:03:00,Dhaka-North,ACC46517,False,
bd38e493-aa91-4c35-9b38-c3f479c348e6,edbeadd3-be59-4797-927c-af6f1743a05e,nagad,cash_out,10051.99,2026-04-09T22:00:09,Chittagong,ACC80282,False,
eb5b6a28-38f3-41ff-a8d4-d333b0e438f3,ee804021-2598-4018-a5b1-60af17b62bd7,bkash,cash_in,7177.72,2026-02-20T17:21:03,Dhaka-North,ACC44795,False,
2bf888ce-40a3-4d40-8718-e69fe11e1e06,cf623685-bcd0-424f-b2ad-dad395a6a56f,bkash,cash_out,18240.77,2026-03-09T03:01:07,Dhaka-North,ACC51114,False,
39f8912a-4d69-4c81-b5f0-34e25db4814b,4a3feed6-8d43-4a9e-9d76-1be4bfe739b1,rocket,recharge,1041.47,2026-01-23T10:56:54,Dhaka-North,ACC85574,False,
9552010d-0e4e-441e-8854-7ceeda79b4ea,522a74ea-ac50-4e50-be1d-cb2790f06579,nagad,cash_in,500.8,2026-03-26T16:10:31,Dhaka-North,ACC80575,False,
c622aff0-e644-4606-a153-933af3551260,522a74ea-ac50-4e50-be1d-cb2790f06579,nagad,cash_out,29935.35,2026-05-09T23:34:19,Dhaka-North,ACC91678,False,
0b26288f-2df4-4d8e-8623-cbbb4bf7bc51,ee804021-2598-4018-a5b1-60af17b62bd7,rocket,transfer,45052.32,2026-05-20T18:17:52,Dhaka-North,ACC76469,False,
3ef89b93-7552-45ac-a47f-774f06674a54,3e9c3d6b-f33f-4bc6-b757-c574eca9618e,rocket,cash_out,22698.64,2026-03-20T03:19:18,Dhaka-North,ACC82667,False,
44e4a5db-7a20-4107-9609-03717beb05aa,10a131ee-52c9-4d4b-bbde-0f731290f9e4,bkash,cash_out,22054.78,2026-03-15T14:56:42,Dhaka-South,ACC32810,False,
7153a32b-0a74-4344-a07d-e726cdc5fef6,47158c9d-96e3-45b4-9582-d5efdf3fb660,rocket,cash_in,32558.51,2026-04-17T09:34:20,Rajshahi,ACC49829,False,
5345e781-588f-4a49-921e-12c773283a6f,3e9c3d6b-f33f-4bc6-b757-c574eca9618e,bkash,cash_out,15205.87,2026-04-23T14:55:29,Dhaka-North,ACC52237,False,
eea9626c-bdfc-49dc-a50c-5a2405f23f1e,09738250-bac5-4fa3-b4f9-026715cfb638,nagad,cash_out,12828.23,2026-02-11T11:55:14,Dhaka-South,ACC32241,False,
b351e0bc-4900-42c1-a0c9-f7ac582679bc,edbeadd3-be59-4797-927c-af6f1743a05e,nagad,cash_out,20175.47,2026-05-03T21:43:05,Chittagong,ACC22240,False,
614c0c07-e872-4820-9f2a-0cbcbe179bb7,522a74ea-ac50-4e50-be1d-cb2790f06579,rocket,cash_in,7974.29,2026-06-06T14:51:19,Dhaka-North,ACC13201,False,
d975092b-e629-4927-b696-d15eed4d9e65,cf623685-bcd0-424f-b2ad-dad395a6a56f,bkash,recharge,1706.99,2026-04-29T16:44:35,Dhaka-North,ACC19545,False,
ad0db278-4363-455f-977b-a69796091c82,09738250-bac5-4fa3-b4f9-026715cfb638,nagad,transfer,10124.54,2026-04-22T18:49:15,Dhaka-South,ACC60328,False,
1a147f5f-c211-4ddd-a88f-bd28fcc7daf2,09738250-bac5-4fa3-b4f9-026715cfb638,nagad,cash_in,26898.49,2026-05-08T09:27:06,Dhaka-South,ACC23970,False,
cba59a69-ea0c-428f-9f62-7154af3e18b0,4a3feed6-8d43-4a9e-9d76-1be4bfe739b1,bkash,cash_in,20325.68,2026-05-16T03:11:02,Dhaka-North,ACC16582,False,
599b3d39-dd77-4e02-a74e-c1de039f50d8,b63dcc85-73d6-4313-83f3-e838d97947b1,bkash,recharge,1222.13,2026-01-24T13:34:19,Rajshahi,ACC70901,False,
67c9909a-3812-409b-bee2-fa45ac6f9067,b63dcc85-73d6-4313-83f3-e838d97947b1,rocket,cash_out,22296.51,2026-05-27T15:43:12,Rajshahi,ACC90301,False,
977e4906-0693-429f-af7b-3ae35f19705a,b63dcc85-73d6-4313-83f3-e838d97947b1,nagad,transfer,29344.54,2026-04-17T09:16:06,Rajshahi,ACC30861,False,
964e6f89-a9a3-4f31-9f66-baf2ef307529,09738250-bac5-4fa3-b4f9-026715cfb638,nagad,cash_in,25227.91,2026-02-18T00:13:14,Dhaka-South,ACC46347,False,
83991601-5feb-4fa2-829c-b75a131f6f46,b63dcc85-73d6-4313-83f3-e838d97947b1,nagad,cash_out,11052.83,2026-02-23T07:43:00,Rajshahi,ACC47450,False,
e039c4b9-ff21-4faa-84e9-301b2fbc90db,522a74ea-ac50-4e50-be1d-cb2790f06579,nagad,cash_in,16296.54,2026-06-23T09:48:24,Dhaka-North,ACC28136,False,
2c0f89ae-f7fd-414a-9b53-6ad1fa6985d3,10a131ee-52c9-4d4b-bbde-0f731290f9e4,bkash,cash_out,22996.79,2026-01-30T16:07:26,Dhaka-South,ACC18418,False,
0a325742-bf9d-4220-a8e3-7a349f2cec48,4a3feed6-8d43-4a9e-9d76-1be4bfe739b1,nagad,cash_in,12590.07,2026-04-01T11:21:52,Dhaka-North,ACC37110,False,
6305242a-1f92-4a00-974c-71a881e103a9,4a3feed6-8d43-4a9e-9d76-1be4bfe739b1,nagad,recharge,2463.27,2026-04-24T10:00:26,Dhaka-North,ACC12560,False,
00a2702b-6495-4af8-96fd-e4d968dda289,47158c9d-96e3-45b4-9582-d5efdf3fb660,nagad,cash_out,7535.46,2026-03-10T07:18:53,Rajshahi,ACC61116,False,
b51bcac1-d2a2-4a45-8413-8e642dc3bc38,4a3feed6-8d43-4a9e-9d76-1be4bfe739b1,rocket,cash_out,26021.73,2026-04-17T01:09:39,Dhaka-North,ACC38906,False,
66b7bd17-492c-4247-b5af-b32e0b2126e3,09738250-bac5-4fa3-b4f9-026715cfb638,bkash,cash_in,1384.42,2026-04-05T07:15:20,Dhaka-South,ACC54057,False,
b32afbde-2658-4ae5-a1da-c0a876e2f7f1,4a3feed6-8d43-4a9e-9d76-1be4bfe739b1,rocket,cash_in,27602.34,2026-04-01T18:11:45,Dhaka-North,ACC91560,False,
ba25a421-5d0f-4459-8fad-29fd24d35e60,b63dcc85-73d6-4313-83f3-e838d97947b1,bkash,recharge,1495.73,2026-04-25T22:25:12,Rajshahi,ACC13552,False,
4f04a537-9898-4e06-b823-7a3b2edafb7f,edbeadd3-be59-4797-927c-af6f1743a05e,rocket,cash_out,11596.29,2026-06-18T07:49:12,Chittagong,ACC16590,False,
44b8274f-5ddb-474b-91fc-f0f12e558ca1,3e9c3d6b-f33f-4bc6-b757-c574eca9618e,nagad,cash_in,9940.0,2026-03-30T07:03:08,Dhaka-North,ACC59692,False,
f481618d-6a01-4022-aaab-a311ef5848dd,3e9c3d6b-f33f-4bc6-b757-c574eca9618e,nagad,cash_in,18479.69,2026-01-16T21:42:38,Dhaka-North,ACC80702,False,
99f9e5e2-cac0-4682-9f7a-7f66b97c5bb6,cf623685-bcd0-424f-b2ad-dad395a6a56f,nagad,cash_in,23480.74,2026-01-14T07:47:05,Dhaka-North,ACC95426,False,
4ee381ea-1e01-43c0-8e78-c3d87baa228b,cf623685-bcd0-424f-b2ad-dad395a6a56f,bkash,recharge,2192.45,2026-02-08T17:05:17,Dhaka-North,ACC91439,False,
641566f0-affd-4929-9afc-3268fd5b5e7a,10a131ee-52c9-4d4b-bbde-0f731290f9e4,bkash,cash_in,4691.45,2026-05-10T23:54:15,Dhaka-South,ACC38569,False,
836be515-c558-4d52-a623-f144cf9f1a77,09738250-bac5-4fa3-b4f9-026715cfb638,rocket,cash_in,6760.15,2026-03-13T15:10:34,Dhaka-South,ACC89593,False,
9d2f796e-790a-454a-bbcb-2f249d3cf80a,edbeadd3-be59-4797-927c-af6f1743a05e,bkash,recharge,1178.44,2026-01-21T23:46:36,Chittagong,ACC50888,False,
f6f7d401-711d-4cc9-8cac-a2948b0d2cc9,47158c9d-96e3-45b4-9582-d5efdf3fb660,rocket,recharge,1070.52,2026-03-14T21:03:25,Rajshahi,ACC35995,False,
444d4b78-327b-48d6-8a43-ed9841f599c3,edbeadd3-be59-4797-927c-af6f1743a05e,rocket,cash_out,7991.03,2026-05-02T19:09:41,Chittagong,ACC49529,False,
ebdf8d97-e838-45dc-9f1e-79f52e70d221,47158c9d-96e3-45b4-9582-d5efdf3fb660,bkash,transfer,39240.45,2026-04-20T21:26:12,Rajshahi,ACC55508,False,
7e11af82-769e-40a8-873c-210a08efee67,b63dcc85-73d6-4313-83f3-e838d97947b1,nagad,cash_out,12698.42,2026-01-14T09:21:42,Rajshahi,ACC54725,False,
805fd94f-360c-4816-ac15-3bfdde6a8639,cf623685-bcd0-424f-b2ad-dad395a6a56f,nagad,transfer,21959.41,2026-01-21T11:50:48,Dhaka-North,ACC57472,False,
c69b530e-557c-44eb-b779-5c50f4590e57,09738250-bac5-4fa3-b4f9-026715cfb638,rocket,cash_in,22067.1,2026-02-04T04:51:27,Dhaka-South,ACC95256,False,
c3d30ddf-fc66-44ab-bb9e-f115eed3908f,3e9c3d6b-f33f-4bc6-b757-c574eca9618e,rocket,transfer,38844.75,2026-04-15T12:04:03,Dhaka-North,ACC70931,False,
316ceb10-bdc4-4771-a5c3-6ee2ffa02c15,4a3feed6-8d43-4a9e-9d76-1be4bfe739b1,rocket,cash_out,21307.66,2026-03-04T14:02:53,Dhaka-North,ACC21359,False,
21b19436-d8cb-4c9e-baf6-b52318ed66c0,3e9c3d6b-f33f-4bc6-b757-c574eca9618e,nagad,cash_in,17181.52,2026-04-01T05:41:54,Dhaka-North,ACC97580,False,
6b514489-ed41-4252-b603-999adce1bf99,4a3feed6-8d43-4a9e-9d76-1be4bfe739b1,nagad,cash_in,9885.42,2026-06-15T05:43:39,Dhaka-North,ACC73904,False,
9f5655c9-8fe4-4515-b4f0-1092693519ee,522a74ea-ac50-4e50-be1d-cb2790f06579,nagad,transfer,18646.02,2026-03-08T02:05:38,Dhaka-North,ACC88139,False,
d119ba46-3f98-4539-ae4f-6cc13c1725d8,3e9c3d6b-f33f-4bc6-b757-c574eca9618e,rocket,cash_in,3576.65,2026-02-07T02:23:14,Dhaka-North,ACC63271,False,
c9c637bf-3bd7-4e53-9818-077aff35f522,09738250-bac5-4fa3-b4f9-026715cfb638,rocket,transfer,31286.59,2026-05-15T02:28:22,Dhaka-South,ACC74332,False,
41585c06-85f5-4bdc-971a-19ace8efe54a,09738250-bac5-4fa3-b4f9-026715cfb638,bkash,cash_in,15926.5,2026-02-13T00:42:50,Dhaka-South,ACC41890,False,
d70ae2d4-f39e-4f74-ab52-291c9ad2e0da,3e9c3d6b-f33f-4bc6-b757-c574eca9618e,rocket,cash_out,13881.48,2026-04-02T21:33:13,Dhaka-North,ACC55056,False,
7b01a13b-7470-4bcf-8b95-037f5649c5fc,4a3feed6-8d43-4a9e-9d76-1be4bfe739b1,rocket,cash_out,17601.09,2026-03-10T07:33:21,Dhaka-North,ACC45509,False,
6fcba4f5-13fd-49a2-95b7-fbb12a98fc2a,3e9c3d6b-f33f-4bc6-b757-c574eca9618e,nagad,cash_in,5939.01,2026-05-21T01:25:43,Dhaka-North,ACC25670,False,
dc560e08-8a5d-4bb0-9b85-3ef45f49867e,b63dcc85-73d6-4313-83f3-e838d97947b1,rocket,cash_in,22210.42,2026-02-12T00:25:31,Rajshahi,ACC46241,False,
776e2dd5-63dd-4e2d-9771-9d0e1076e088,47158c9d-96e3-45b4-9582-d5efdf3fb660,rocket,cash_out,20832.45,2026-01-20T12:29:08,Rajshahi,ACC48829,False,
3213680e-af93-4e34-9a79-8e6becca0c00,522a74ea-ac50-4e50-be1d-cb2790f06579,nagad,cash_in,27688.64,2026-01-03T17:56:10,Dhaka-North,ACC26591,False,
e7de720d-d12a-494d-a7ae-b809b1d6dbe2,3e9c3d6b-f33f-4bc6-b757-c574eca9618e,bkash,recharge,805.57,2026-04-18T10:50:22,Dhaka-North,ACC26551,False,
cf670611-a5f7-45bb-ad0f-c0df99bd8488,09738250-bac5-4fa3-b4f9-026715cfb638,bkash,transfer,14574.8,2026-04-22T11:19:59,Dhaka-South,ACC72746,False,
11975aa0-8898-42a3-9d5f-7c3ad0fd8f12,09738250-bac5-4fa3-b4f9-026715cfb638,nagad,cash_in,10041.01,2026-01-10T23:25:58,Dhaka-South,ACC72616,False,
96a7f8cf-aa4c-4b3e-9513-15d7b337cc28,edbeadd3-be59-4797-927c-af6f1743a05e,bkash,cash_out,14467.83,2026-01-15T09:14:52,Chittagong,ACC99974,False,
1958ac3f-4d4d-4b11-b4cc-be18384eca8b,cf623685-bcd0-424f-b2ad-dad395a6a56f,bkash,cash_in,28483.94,2026-04-20T07:01:21,Dhaka-North,ACC21164,False,
8b100244-70de-44a4-83f2-0b85da95a2cd,522a74ea-ac50-4e50-be1d-cb2790f06579,bkash,cash_out,19756.5,2026-03-22T19:30:41,Dhaka-North,ACC91057,False,
0bdbd33c-33f8-4518-b17d-0109c2c1e64f,522a74ea-ac50-4e50-be1d-cb2790f06579,rocket,cash_out,14460.88,2026-06-26T09:56:14,Dhaka-North,ACC87139,False,
122677e9-13d1-4f5a-8138-0b88927c7c3f,4a3feed6-8d43-4a9e-9d76-1be4bfe739b1,nagad,cash_out,15279.81,2026-01-12T16:41:36,Dhaka-North,ACC23006,False,
6580676f-efad-48e2-8b48-9387970009f0,522a74ea-ac50-4e50-be1d-cb2790f06579,rocket,cash_in,3405.2,2026-05-09T05:49:05,Dhaka-North,ACC41439,False,
145db1cd-f3ad-4176-9dd8-9906b523e1f6,10a131ee-52c9-4d4b-bbde-0f731290f9e4,rocket,cash_in,22272.88,2026-01-01T12:28:11,Dhaka-South,ACC87832,False,
30cd90f0-8c34-4bfc-b0f3-939485d43763,09738250-bac5-4fa3-b4f9-026715cfb638,nagad,cash_in,21267.28,2026-02-25T22:39:57,Dhaka-South,ACC69510,False,
23605128-4bd0-46ef-8dc0-b82251823b56,edbeadd3-be59-4797-927c-af6f1743a05e,rocket,cash_in,30780.46,2026-02-21T08:54:50,Chittagong,ACC91927,False,
a610d01e-1616-4059-8646-4cc3014ea060,47158c9d-96e3-45b4-9582-d5efdf3fb660,rocket,transfer,28007.69,2026-02-08T09:54:15,Rajshahi,ACC81376,False,
3372f95b-4a75-4250-ab9f-c7d4d1ebf737,522a74ea-ac50-4e50-be1d-cb2790f06579,rocket,cash_in,32283.69,2026-02-21T13:56:13,Dhaka-North,ACC19359,False,
6c0015b2-23c6-4d9d-9d19-37ae6a8df34c,cf623685-bcd0-424f-b2ad-dad395a6a56f,bkash,transfer,48845.43,2026-04-26T13:06:22,Dhaka-North,ACC84607,False,
